game_id,event_team,shots,avg_dist,avg_angle,goals,is_home,division
2021020151,Vegas Golden Knights,67,34.68490566037736,31.29056603773585,5,0,Pacific
2021020152,Florida Panthers,52,37.28974358974359,30.138461538461538,5,1,Atlantic
2021020152,Washington Capitals,58,42.35510204081633,26.810204081632655,4,0,Metropolitan
2021020153,Philadelphia Flyers,66,38.384,25.09,2,0,Metropolitan
2021020153,Pittsburgh Penguins,64,28.240000000000002,35.838,3,1,Metropolitan
2021020154,Calgary Flames,55,34.585,25.81,3,1,Pacific
2021020154,Dallas Stars,41,36.75555555555555,26.477777777777778,4,0,Central
2021020155,San Jose Sharks,47,34.7,27.565789473684212,3,1,Pacific
2021020155,St. Louis Blues,53,38.03,21.2025,5,0,Central
2021020156,Buffalo Sabres,41,42.003571428571426,27.58214285714286,2,0,Atlantic
2021020156,Seattle Kraken,57,37.34,23.376,5,1,Pacific
2021020157,Chicago Blackhawks,38,37.75833333333333,42.5375,1,0,Central
2021020157,Winnipeg Jets,55,31.609756097560975,23.507317073170732,5,1,Central
2021020158,Edmonton Oilers,79,31.03035714285714,28.823214285714286,6,1,Pacific
2021020158,New York Rangers,46,32.26470588235294,29.69705882352941,5,0,Metropolitan
2021020159,Nashville Predators,48,33.127027027027026,31.448648648648646,3,0,Central
2021020159,Vancouver Canucks,69,38.1609756097561,29.97073170731707,2,1,Pacific
2021020160,Anaheim Ducks,65,30.95957446808511,30.680851063829788,3,1,Pacific
2021020160,Arizona Coyotes,47,39.01578947368421,32.53947368421053,1,0,Central
2021020161,Los Angeles Kings,53,32.815384615384616,36.92051282051282,3,1,Pacific
2021020161,New Jersey Devils,50,32.587878787878786,35.71515151515151,2,0,Metropolitan
2021020162,Buffalo Sabres,55,34.181395348837206,37.009302325581395,3,1,Atlantic
2021020162,Detroit Red Wings,51,30.343589743589742,27.08974358974359,4,0,Atlantic
2021020163,Boston Bruins,74,37.42586206896552,27.80862068965517,2,0,Atlantic
2021020163,Toronto Maple Leafs,55,33.68571428571428,29.438095238095237,5,1,Atlantic
2021020164,Montréal Canadiens,71,32.69591836734694,29.20204081632653,2,1,Atlantic
2021020164,Vegas Golden Knights,40,33.104,38.592,5,0,Pacific
2021020165,Ottawa Senators,45,30.233333333333334,31.6,3,1,Atlantic
2021020165,Tampa Bay Lightning,58,35.46875,27.65,5,0,Atlantic
2021020166,Carolina Hurricanes,73,34.682978723404254,31.578723404255317,2,0,Metropolitan
2021020166,Florida Panthers,58,38.01702127659574,32.1,5,1,Atlantic
2021020167,Minnesota Wild,76,34.238181818181815,24.172727272727272,4,0,Central
2021020167,Pittsburgh Penguins,66,31.128301886792453,22.245283018867923,4,1,Metropolitan
2021020168,Philadelphia Flyers,62,35.18333333333333,34.57142857142857,2,0,Metropolitan
2021020168,Washington Capitals,57,31.47111111111111,30.057777777777776,1,1,Metropolitan
2021020169,Colorado Avalanche,57,29.641304347826086,35.571739130434786,2,0,Central
2021020169,Columbus Blue Jackets,62,41.43125,26.889583333333334,4,1,Metropolitan
2021020170,New York Islanders,53,32.778260869565216,27.463043478260868,2,0,Metropolitan
2021020170,Winnipeg Jets,60,41.27804878048781,26.570731707317073,0,1,Central
